date,min,max,median,q1,q3,stdev,count
2025-08-01T00:00:00.000Z,1,7,5,2,6,1.652,87
2025-08-02T00:00:00.000Z,2,14,4,3,8.5,3.377,93
2025-08-03T00:00:00.000Z,2,14,3,3,5,2.094,95
2025-08-04T00:00:00.000Z,1,11,5,2,6,2.729,80
2025-08-05T00:00:00.000Z,1,7,3,3,4,1.4,91
2025-08-06T00:00:00.000Z,3,14,5,3,8.5,3.121,105
2025-08-07T00:00:00.000Z,2,13,4,3,10,3.896,97
2025-08-08T00:00:00.000Z,3,10,5,3,5,2.399,90
2025-08-09T00:00:00.000Z,2,9,4,3,5,1.84,91
2025-08-10T00:00:00.000Z,2,20,4,3,8,4.263,97
2025-08-11T00:00:00.000Z,4,11,5,4,7,2.074,86
2025-08-12T00:00:00.000Z,3,6,4,4,5,0.771,87
2025-08-13T00:00:00.000Z,2,20,4,3,8,3.746,95
2025-08-14T00:00:00.000Z,3,8,5,4,6,1.306,95
2025-08-15T00:00:00.000Z,2,8,3,3,5,1.498,92
2025-08-16T00:00:00.000Z,2,10,4,3,6,2.515,81
2025-08-17T00:00:00.000Z,1,14,3,2.5,4,3.245,92
2025-08-18T00:00:00.000Z,1,9,3,2,3,1.163,82
2025-08-19T00:00:00.000Z,1,21,6,2,8,4.726,89
2025-08-20T00:00:00.000Z,3,12,4,4,8,2.13,95
2025-08-21T00:00:00.000Z,3,8,5,4,7,1.701,89
2025-08-22T00:00:00.000Z,3,11,6,4,7,2.466,93
2025-08-23T00:00:00.000Z,2,7,4,3,4,1.252,83
2025-08-24T00:00:00.000Z,2,16,4,2,9,3.747,85
2025-08-25T00:00:00.000Z,2,17,3,3,7,3.272,98
2025-08-26T00:00:00.000Z,2,13,4,2,6,2.493,96
2025-08-27T00:00:00.000Z,2,14,2,2,3,3.153,89
2025-08-28T00:00:00.000Z,2,9,3,3,7,2.341,91
2025-08-29T00:00:00.000Z,1,16,2,2,8,3.854,95
2025-08-30T00:00:00.000Z,1,9,3,1,4.5,2.309,84
2025-08-31T00:00:00.000Z,0,6,2.5,1,4,1.994,78
2025-09-01T00:00:00.000Z,1,11,3,2,4.5,2.38,72
2025-09-02T00:00:00.000Z,1,5,2,1,3,1.295,81
2025-09-03T00:00:00.000Z,2,6,4,3,5,1.134,92
2025-09-04T00:00:00.000Z,1,15,2,2,5,3.483,90
2025-09-05T00:00:00.000Z,1,19,5.5,3,9,4.795,96
2025-09-06T00:00:00.000Z,1,17,7,3.5,9,4.479,97
2025-09-07T00:00:00.000Z,5,19,9,8,15,4.312,93
2025-09-08T00:00:00.000Z,2,11,5,4,6,1.682,91
2025-09-09T00:00:00.000Z,2,12,4,3,9,3.126,100
2025-09-10T00:00:00.000Z,2,14,4,3,6,2.441,91
2025-09-11T00:00:00.000Z,1,9,3,2,6,2.593,91
2025-09-12T00:00:00.000Z,2,20,6.5,4,10,3.901,90
2025-09-13T00:00:00.000Z,3,12,4,3,5,2.358,92
2025-09-14T00:00:00.000Z,3,18,6,5,8,2.723,100
2025-09-15T00:00:00.000Z,5,64,17,7,21,10.602,97
2025-09-16T00:00:00.000Z,2,41,10,5,17.5,7.636,117
2025-09-17T00:00:00.000Z,3,23,12,7,16,5.034,101
2025-09-18T00:00:00.000Z,3,14,7,6,10,3.103,99
2025-09-19T00:00:00.000Z,1,16,7,3,10,3.549,102
2025-09-20T00:00:00.000Z,2,36,8,7,11,5.699,101
2025-09-21T00:00:00.000Z,3,15,6,4,7,3.147,99
2025-09-22T00:00:00.000Z,4,17,10,6,10.5,3.492,96
2025-09-23T00:00:00.000Z,2,12,6,4,6,2.438,104
2025-09-24T00:00:00.000Z,2,11,6,5,9,2.341,96
2025-09-25T00:00:00.000Z,2,17,12,7,16,4.877,102
2025-09-26T00:00:00.000Z,3,17,7.5,5,11,3.869,104
2025-09-27T00:00:00.000Z,3,30,6,4,9,4.522,101
2025-09-28T00:00:00.000Z,3,14,6,4,9,3.01,103
2025-09-29T00:00:00.000Z,3,26,8,5,9,3.979,101
2025-09-30T00:00:00.000Z,2,11,5,3,9,3.292,92
2025-10-01T00:00:00.000Z,1,7,2,1,2.5,1.954,92
2025-10-02T00:00:00.000Z,3,23,6,4,14,6.671,98
2025-10-03T00:00:00.000Z,7,19,14,7,15,4,92
2025-10-04T00:00:00.000Z,7,30,18,14.5,22,4.932,104
2025-10-05T00:00:00.000Z,4,17,7,5,9,3.326,86
2025-10-06T00:00:00.000Z,5,21,9,7,16,5.391,94
